"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"84","hsa04612 Antigen processing and presentation",0.000500303607312045,0.0154353136325455,0.477270815362862,0.615378318122992,1.92389860427906,70,"c(""KIR3DL1"", ""KIR2DL3"", ""KIR2DS4"", ""KIR3DL2"", ""KIR2DL4"", ""KLRC1"", ""TNF"", ""TAP1"", ""HLA-DQB2"", ""IFI30"", ""HLA-G"", ""CD8B2"", ""HLA-B"", ""HLA-A"", ""CD74"", ""CIITA"", ""HLA-DOB"", ""HLA-DQA1"", ""HLA-DRB1"", ""HLA-DOA"", ""CTSB"", ""PSME2"", ""HLA-C"", ""HLA-DMA"", ""HLA-DQB1"", ""CD4"", ""HLA-DRB5"", ""HLA-DRA"", ""IFNG"", ""KLRC2"", ""HLA-F"", ""CTSL"", ""HLA-DPA1"", ""HLA-DPB1"")"
"85","hsa04613 Neutrophil extracellular trap formation",0.0693548221250788,0.365268729858748,0.287805130535564,0.357000124038183,1.26142763638234,181,"c(""PRKCG"", ""PADI4"", ""H3Y1"", ""H3C12"", ""CAMP"", ""LOC102723407"", ""H3C3"", ""H3C8"", ""H3C7"", ""ITGA2B"", ""FCGR3B"", ""MPO"", ""H3-7"", ""FPR1"", ""GP1BA"", ""H2AC14"", ""H2AC25"", ""H3C11"", ""H2BC8"", ""H2BC3"", ""FCGR1A"", ""H2BC10"", ""AZU1"", ""H2BC9"", ""H3C4"", ""CR1"", ""FPR2"", ""H2BC14"", ""NCF4"", ""SELP"", ""H4C4"", ""CR1L"", ""TLR7"", ""GSDMD"", ""SIGLEC9"", ""CYBA"", ""H2AC8"", ""FCGR3A"", ""H4C15"", ""ITGB2"", ""SRC"")"
"86","hsa04614 Renin-angiotensin system",0.722457627118644,0.992593957258659,0.0635007968065945,0.325620992620854,0.798045259662265,20,"c(""REN"", ""ACE"", ""KLK1"")"
"87","hsa04620 Toll-like receptor signaling pathway",0.249376558603491,0.691254320339502,0.137250779610133,0.337813072910774,1.1175022898475,92,"c(""IFNA5"", ""IL6"", ""CCL4L2"", ""TNF"", ""CCL3"", ""IRF7"", ""CXCL10"", ""CXCL11"", ""MAP2K3"", ""IRF5"", ""TLR7"", ""CD40"", ""CD80"", ""CXCL8"", ""CXCL9"", ""CCL3L1"", ""CCL4"", ""IRF9"", ""STAT2"", ""CD14"", ""TICAM1"", ""IFNAR2"", ""TOLLIP"", ""NFKBIA"", ""PIK3CD"", ""PIK3R2"", ""IKBKE"", ""MAPK12"", ""MAPK3"", ""MAP3K8"", ""MAP2K7"", ""MAPK13"", ""PIK3R3"", ""RELA"", ""MAP2K2"")"
"88","hsa04621 NOD-like receptor signaling pathway",0.448979591836735,0.812960645251008,0.107140237276725,0.279512202464862,0.986600010710725,159,"c(""IFNA5"", ""CAMP"", ""IL6"", ""NLRP12"", ""TNF"", ""NLRP7"", ""IRF7"", ""CXCL1"", ""NOD2"", ""PYDC5"", ""NLRP6"", ""TRPM2"", ""CTSB"", ""GSDMD"", ""PYCARD"", ""CXCL8"", ""CYBA"", ""MEFV"", ""AIM2"", ""OAS2"", ""CARD9"", ""TRPV2"", ""GBP5"", ""BCL2L1"", ""NLRC4"", ""IRF9"", ""SHARPIN"", ""GPSM3"", ""STAT2"", ""TICAM1"", ""IFNAR2"", ""OAS3"", ""BIRC3"", ""TRAF2"", ""GBP4"", ""NFKBIA"", ""PLCB4"", ""P2RX7"", ""PLCB3"", ""OAS1"", ""IL18"", ""GABARAP"", ""RNF31"", ""IKBKE"", ""MAPK12"", ""MAPK3"", ""NLRX1"", ""MAP1LC3A"", ""PLCB2"", ""MAPK13"", ""RELA"", ""STING1"", ""CASP5"", ""MFN2"", ""TYK2"", ""TRAF3"", 
""NLRP3"", ""CXCL3"", ""RIPK3"")"
"89","hsa04622 RIG-I-like receptor signaling pathway",0.626506024096386,0.899890470974808,0.0770736734944102,0.298699672115863,0.896224581929739,57,"c(""IFNA5"", ""TNF"", ""IRF7"", ""CXCL10"", ""CXCL8"", ""TKFC"", ""CASP10"", ""DHX58"", ""TRAF2"", ""NFKBIA"", ""ISG15"", ""IKBKE"", ""MAPK12"", ""NLRX1"", ""ZNFX1"", ""MAPK13"", ""RELA"", ""STING1"", ""TBKBP1"", ""PIN1"", ""TRAF3"", ""TRADD"", ""IRF3"", ""OTUD5"", ""TRIM25"", ""FADD"", ""IKBKG"", ""CYLD"", ""NFKB1"")"
"90","hsa04623 Cytosolic DNA-sensing pathway",0.107579462102689,0.424938875305623,0.213927855492356,0.41070508770038,1.27787019356661,68,"c(""IFNA5"", ""IL6"", ""CCL4L2"", ""IRF7"", ""CXCL10"", ""DNASE2"", ""GSDMD"", ""PYCARD"", ""POLR2F"", ""MEFV"", ""AIM2"", ""CCL4"", ""ZBP1"", ""NFKBIA"", ""ZDHHC11"", ""IL18"", ""IKBKE"", ""RELA"", ""STING1"", ""POLR2E"", ""NLRP3"", ""SAMHD1"", ""RIPK3"", ""IRF3"", ""FADD"", ""POLR2L"", ""IKBKG"", ""IL1B"", ""NFKB1"", ""CASP1"")"
"91","hsa04625 C-type lectin receptor signaling pathway",0.238845144356955,0.673884514435696,0.144630528034484,0.342403576272687,1.13705173575978,101,"c(""CLEC1B"", ""CALML6"", ""IL6"", ""EGR2"", ""BCL3"", ""TNF"", ""EGR3"", ""RELB"", ""CCL22"", ""NFKB2"", ""IRF1"", ""PLK3"", ""NFATC1"", ""PYCARD"", ""CARD9"", ""RRAS"", ""SRC"", ""IRF9"", ""STAT2"", ""MAP3K14"", ""CLEC7A"", ""LSP1"", ""IL10"", ""NFKBIA"", ""PIK3CD"", ""CD209"", ""MRAS"", ""PIK3R2"", ""IKBKE"", ""MAPK12"", ""MAPK3"", ""PLCG2"", ""MAPK13"", ""PIK3R3"", ""RELA"")"
"92","hsa04630 JAK-STAT signaling pathway",0.448753462603878,0.812960645251008,0.103958471559957,0.295203447917931,1.00279746416005,133,"c(""IL19"", ""IL13"", ""IFNA5"", ""IL6"", ""IL31RA"", ""IL3RA"", ""OSM"", ""SOCS1"", ""CSF3R"", ""SOCS3"", ""IFNLR1"", ""CSF2RB"", ""IL7R"", ""IL13RA2"", ""JAK3"", ""CISH"", ""CCND2"", ""STAT5A"", ""IL2RA"", ""CCND3"", ""IL27"", ""IL12RB1"", ""BCL2L1"", ""PRL"", ""EPOR"", ""IFNG"", ""IRF9"", ""STAT2"", ""IL6R"", ""IFNAR2"", ""IL10RA"", ""EGF"", ""PDGFB"", ""CLCF1"", ""IL10"", ""IL11RA"", ""PIK3CD"", ""CTF1"", ""IL2RB"", ""IL15RA"", ""IL10RB"", ""GRB2"", ""PIM1"")"
"93","hsa04640 Hematopoietic cell lineage",0.000586151150602992,0.0154353136325455,0.477270815362862,0.590721469751943,1.93988182998216,91,"c(""GP9"", ""IL6"", ""LOC102723407"", ""CR2"", ""CD1A"", ""ITGA2B"", ""IL3RA"", ""MS4A1"", ""GP5"", ""CD19"", ""GP1BA"", ""CSF3R"", ""CD22"", ""GYPA"", ""FCGR1A"", ""FLT3"", ""TNF"", ""CD7"", ""FCER2"", ""CD1B"", ""IL1R2"", ""HLA-DQB2"", ""CR1"", ""IL7R"", ""CD8B2"", ""ITGA3"", ""CD38"", ""HLA-DOB"", ""HLA-DQA1"", ""HLA-DRB1"", ""CR1L"", ""HLA-DOA"", ""IL2RA"", ""CSF1R"", ""HLA-DMA"", ""HLA-DQB1"", ""CD1D"", ""CD4"", ""HLA-DRB5"", ""HLA-DRA"", ""EPOR"", ""CD14"", ""IL6R"", ""CD37"", ""HLA-DPA1"", ""HLA-DPB1"")"
"94","hsa04650 Natural killer cell mediated cytotoxicity",0.00049272816071315,0.0154353136325455,0.477270815362862,0.55799140219557,1.87001809506154,108,"c(""PRKCG"", ""KIR3DL1"", ""IFNA5"", ""KIR2DL3"", ""LOC102723407"", ""KIR2DS4"", ""KIR3DL2"", ""SH2D1B"", ""FCGR3B"", ""NCR3"", ""KIR2DL4"", ""NCR1"", ""KLRC1"", ""ULBP2"", ""TNF"", ""SHC2"", ""HLA-G"", ""HLA-B"", ""HLA-A"", ""NFATC1"", ""HLA-C"", ""LAT2"", ""ICAM1"", ""MICA"", ""FCGR3A"", ""ITGB2"", ""IFNG"", ""MICB"", ""KLRC2"", ""PRF1"", ""IFNAR2"", ""PTK2B"", ""HCST"", ""PIK3CD"", ""HLA-E"", ""GRB2"", ""CSF2"", ""SH3BP2"", ""PRKCB"", ""PTPN6"", ""ICAM2"", ""RAC3"", ""PIK3R2"", ""MAPK3"", ""PLCG2"", ""VAV1"")"
"95","hsa04657 IL-17 signaling pathway",0.0648379052369077,0.363840340103921,0.282013350011725,0.444078916997394,1.42844208425477,81,"c(""IL13"", ""LCN2"", ""CXCL5"", ""CCL20"", ""IL6"", ""S100A8"", ""MAPK15"", ""MMP9"", ""MMP3"", ""TNF"", ""S100A9"", ""FOSB"", ""CXCL10"", ""CXCL1"", ""IL17RC"", ""MUC5B"", ""CXCL8"")"
"96","hsa04658 Th1 and Th2 cell differentiation",0.0653266331658292,0.363840340103921,0.282013350011725,0.433993594416386,1.41217436237545,86,"c(""IL13"", ""DLL3"", ""HLA-DQB2"", ""NFKBIE"", ""JAK3"", ""HLA-DOB"", ""HLA-DQA1"", ""HLA-DRB1"", ""STAT5A"", ""JAG2"", ""HLA-DOA"", ""IL2RA"", ""NFATC1"", ""HLA-DMA"", ""HLA-DQB1"", ""TBX21"", ""CD4"", ""HLA-DRB5"", ""IL12RB1"", ""HLA-DRA"", ""IFNG"", ""NOTCH3"", ""HLA-DPA1"", ""HLA-DPB1"", ""NFKBIA"", ""IL2RB"", ""MAML3"", ""DLL1"", ""MAPK12"", ""IL4R"", ""MAPK3"", ""STAT6"", ""MAPK13"", ""DLL4"", ""RELA"")"
"97","hsa04659 Th17 cell differentiation",0.238845144356955,0.673884514435696,0.144630528034484,0.34221210742782,1.13641590717187,101,"c(""IL6"", ""FOXP3"", ""HLA-DQB2"", ""NFKBIE"", ""JAK3"", ""HLA-DOB"", ""HLA-DQA1"", ""HLA-DRB1"", ""STAT5A"", ""HLA-DOA"", ""IL2RA"", ""NFATC1"", ""HLA-DMA"", ""HLA-DQB1"", ""TBX21"", ""CD4"", ""IL27"", ""HLA-DRB5"", ""IL12RB1"", ""HLA-DRA"", ""IFNG"", ""IL6R"", ""EBI3"", ""HLA-DPA1"", ""HLA-DPB1"", ""NFKBIA"", ""IL2RB"", ""STAT3"", ""TGFB1"", ""MAPK12"", ""RXRA"", ""IL4R"", ""MAPK3"", ""IL21R"", ""STAT6"", ""IL27RA"", ""MAPK13"", ""RELA"", ""RXRG"", ""TYK2"", ""IL23R"", ""RXRB"")"
"98","hsa04660 T cell receptor signaling pathway",0.942779291553134,1,0.0628003977812234,0.215316625807752,0.725025975844637,117,"c(""PPP2R3B"", ""CTLA4"", ""TNF"", ""PDCD1"", ""NFKBIE"", ""CD8B2"", ""ICOS"", ""NFATC1"", ""CD4"", ""PAK4"", ""PPP2R2C"", ""IFNG"", ""MAP3K14"", ""IL10"", ""NFKBIA"", ""PIK3CD"", ""GRB2"", ""CSF2"", ""PTPN6"", ""PIK3R2"", ""MAPK12"", ""MAPK3"", ""VAV1"", ""MAP3K8"", ""MAP2K7"", ""CD28"", ""ITK"", ""MAPK13"", ""PIK3R3"", ""RELA"", ""MAP2K2"", ""CDC42"", ""PAK6"", ""PAK5"", ""PAK1"", ""AKT2"", ""TEC"")"
"99","hsa04662 B cell receptor signaling pathway",0.0151285380215992,0.170736357672333,0.380730400722792,0.49772005070455,1.60098630984539,81,"c(""LOC102723407"", ""LILRA4"", ""CR2"", ""BANK1"", ""BLK"", ""CD79A"", ""CD19"", ""CD22"", ""CD72"", ""NFKBIE"", ""CD79B"", ""LILRA1"", ""NFATC1"", ""LILRB1"", ""IFITM1"", ""LILRA5"", ""INPP5D"", ""NFKBIA"", ""PIK3CD"", ""DAPP1"", ""GRB2"", ""BLNK"", ""CD81"", ""RASGRP3"", ""PRKCB"", ""PIK3AP1"", ""PTPN6"", ""RAC3"", ""PIK3R2"", ""MAPK3"", ""PLCG2"", ""VAV1"", ""PIK3R3"", ""RELA"", ""INPPL1"", ""LILRA2"", ""MAP2K2"", ""LILRB2"", ""LILRB4"")"
"100","hsa04664 Fc epsilon RI signaling pathway",0.111111111111111,0.428184281842818,0.211400189384923,0.418448019267463,1.28696598864878,64,"c(""IL13"", ""LOC102723407"", ""PLA2G4C"", ""ALOX5"", ""PLA2G4F"", ""TNF"", ""MAP2K3"", ""PLA2G4D"", ""MS4A2"", ""INPP5D"", ""PIK3CD"", ""GRB2"", ""CSF2"", ""RAC3"", ""PIK3R2"", ""MAPK12"", ""MAPK3"", ""PLCG2"", ""PLA2G4B"", ""VAV1"", ""MAP2K7"", ""JMJD7-PLA2G4B"", ""MAPK13"", ""PIK3R3"", ""MAP2K2"")"
"101","hsa04666 Fc gamma R-mediated phagocytosis",0.0390362889043373,0.324485167547448,0.321775918075361,0.447380990471654,1.48149311801193,96,"c(""PRKCG"", ""LOC102723407"", ""PLPP2"", ""FCGR3B"", ""PLA2G4C"", ""PLA2G4F"", ""FCGR1A"", ""SPHK1"", ""ACTR3C"", ""PLA2G4D"", ""LIMK2"", ""GSN"", ""HCK"", ""FCGR3A"", ""SPHK2"", ""SCIN"", ""VASP"", ""INPP5D"", ""PIK3CD"", ""LIMK1"", ""PLD2"", ""CFL1"", ""PRKCB"", ""RPS6KB2"", ""NCF1"", ""PIP5K1B"", ""PIK3R2"", ""ARPC1B"", ""MAPK3"", ""PLCG2"", ""PLA2G4B"", ""VAV1"", ""PIP5K1C"", ""JMJD7-PLA2G4B"", ""PIK3R3"", ""INPPL1"", ""CDC42"")"
"102","hsa04668 TNF signaling pathway",0.318801089918256,0.711415904682738,0.12563992130984,0.316035775775415,1.06417303296389,117,"c(""CXCL5"", ""CCL20"", ""IL6"", ""SELE"", ""MMP9"", ""SOCS3"", ""BCL3"", ""MMP3"", ""TNF"", ""CXCL10"", ""CXCL1"", ""MAP2K3"", ""LTA"", ""NOD2"", ""RHBDF2"", ""IRF1"", ""RPS6KA4"", ""TNFRSF1B"", ""ICAM1"", ""CREB3L1"", ""MAP3K14"", ""CASP10"", ""FRMD8"", ""JUNB"", ""DAB2IP"", ""BIRC3"", ""TRAF2"", ""CEBPB"", ""VCAM1"", ""NFKBIA"", ""PIK3CD"", ""CSF1"")"
"103","hsa04670 Leukocyte transendothelial migration",0.55663430420712,0.863635278672873,0.0630790410571939,-0.308666870780696,-0.919663484753195,107,"c(""CLDN3"", ""CLDN1"", ""CLDN10"", ""CLDN2"", ""CLDN11"", ""CLDN4"", ""OCLN"", ""CLDN22"", ""CLDN16"", ""ROCK1"", ""CLDN5"", ""MYL10"", ""GNAI1"", ""ARHGAP5"")"
"104","hsa04672 Intestinal immune network for IgA production",0.00553758037862425,0.0729114749852192,0.407017918923954,0.644939325104318,1.85273688269055,45,"c(""CCL25"", ""IL6"", ""LOC102723407"", ""TNFRSF13B"", ""ICOSLG"", ""TNFRSF13C"", ""CCR10"", ""HLA-DQB2"", ""AICDA"", ""ICOS"", ""HLA-DOB"", ""HLA-DQA1"", ""HLA-DRB1"", ""MADCAM1"", ""HLA-DOA"", ""TNFRSF17"", ""CD40"", ""LOC102723996"", ""CD80"", ""HLA-DMA"", ""HLA-DQB1"", ""HLA-DRB5"", ""HLA-DRA"", ""MAP3K14"", ""HLA-DPA1"", ""HLA-DPB1"", ""IL10"")"
"105","hsa04710 Circadian rhythm",0.752314814814815,1,0.0658311958368866,0.297947608014078,0.807836169499198,34,"c(""PRKAG3"", ""TPTEP2-CSNK1E"")"
"106","hsa04713 Circadian entrainment",0.124681933842239,0.458133617373809,0.20207170902116,0.382046313214189,1.25460938727535,91,"c(""PRKCG"", ""CALML6"", ""ADCYAP1R1"", ""KCNJ6"", ""CACNA1H"", ""NOS1"", ""CACNA1I"", ""GRIN2B"", ""GRIN1"", ""GNG7"", ""CACNA1G"", ""GRIN2C"", ""ADCY2"", ""KCNJ9"", ""RYR1"", ""GNGT2"", ""CAMK2A"", ""CAMK2B"", ""MTNR1A"")"
"107","hsa04714 Thermogenesis",1,1,0.0302041948644786,-0.160134743007124,-0.516806448844968,224,"c(""KLB"", ""CREB3L3"", ""LOC107984365"", ""COX7A1"", ""RPS6KA6"", ""PRKG1"", ""PRKAA2"", ""COX17"", ""NDUFAF2"", ""ATP5PB"", ""NDUFC2"", ""COA6"", ""ADCY5"", ""ATP5F1C"", ""ADCY8"", ""UQCRB"", ""NDUFS4"", ""ACSL3"", ""COX20"", ""UQCRHL"", ""ACTL6A"", ""NDUFA5"", ""RPS6KA3"", ""SOS2"", ""NDUFAF4"", ""SMARCC1"", ""COX7C"", ""PLIN1"", ""ATP5PF"", ""NRAS"", ""NDUFA4"", ""COX5A"", ""NDUFB6"", ""COX7B"", ""PRKAA1"", ""PPARG"", ""ACSL4"", ""ND2"", ""SDHC"", ""SDHD"", ""COX7A2"", ""ND4L"", ""RPS6"", ""ATP5PO"", ""NDUFA6"", ""ADCY1"")"
"108","hsa04720 Long-term potentiation",0.333333333333333,0.721461187214612,0.115734447701689,0.349523631247504,1.07254013265612,63,"c(""PRKCG"", ""CALML6"", ""GRIN2B"", ""GRIN1"", ""GRM5"", ""GRIN2C"", ""GRM1"", ""RPS6KA1"", ""CAMK2A"", ""CAMK2B"", ""RAPGEF3"", ""GRIA2"", ""PLCB4"", ""PLCB3"", ""PRKCB"", ""MAPK3"", ""PLCB2"", ""GRIA1"", ""MAP2K2"", ""GRIN2D"", ""CALM3"")"
"109","hsa04721 Synaptic vesicle cycle",0.57002457002457,0.863635278672873,0.083129129135339,0.296294219305784,0.929710734666221,71,"c(""UNC13C"", ""SLC6A11"", ""SLC6A7"", ""UNC13A"", ""SLC18A2"", ""CACNA1B"", ""CPLX1"", ""SLC6A12"", ""SLC6A3"", ""SLC17A7"", ""ATP6V1G2"", ""CACNA1A"", ""ATP6V1C2"", ""SLC6A5"", ""ATP6V1B1"")"
"110","hsa04722 Neurotrophin signaling pathway",0.313351498637602,0.711415904682738,0.126875729929857,0.319107819431296,1.07451738719612,117,"c(""ARHGDIG"", ""NTF4"", ""CALML6"", ""NTRK1"", ""BDNF"", ""SH2B2"", ""SHC2"", ""NFKBIE"")"
"111","hsa04723 Retrograde endocannabinoid signaling",0.953846153846154,1,0.0357690767485421,-0.224387931040278,-0.694090347361958,140,"c(""GABRA4"", ""GABRG1"", ""GABRB2"", ""KCNJ3"", ""LOC107984365"", ""MAPK10"", ""CACNA1C"", ""GRIA4"", ""GNAI1"", ""GABRA3"", ""GNG12"", ""GABRP"", ""GNG11"", ""NDUFC2"", ""SLC17A6"", ""ADCY5"")"
"112","hsa04724 Glutamatergic synapse",0.178343949044586,0.552516548020482,0.128788713061714,-0.412169524114024,-1.23447662250831,109,"c(""GRM6"", ""SLC1A6"", ""SLC38A3"", ""SLC1A7"", ""KCNJ3"", ""GLS2"", ""SLC1A2"", ""SHANK2"", ""CACNA1C"", ""GRIK1"", ""HOMER1"", ""GRIA4"", ""GNAI1"")"
"113","hsa04725 Cholinergic synapse",0.294270833333333,0.711415904682738,0.128142916898415,0.32401270507181,1.08964237570469,106,"c(""PRKCG"", ""CACNA1S"", ""KCNQ2"", ""CHRNA6"", ""KCNJ6"", ""KCNJ12"", ""CHRM1"", ""CHRFAM7A"", ""CACNA1B"", ""GNG7"", ""CHRNA7"", ""KCNQ4"", ""CACNA1A"", ""ADCY2"", ""KCNJ2"", ""GNGT2"", ""CREB3L1"", ""CAMK2A"", ""CAMK2B"", ""ACHE"")"
"114","hsa04726 Serotonergic synapse",0.0631067961165049,0.363840340103921,0.227987202850442,-0.483165821046375,-1.43318194021097,102,"c(""DDC"", ""CYP2C19"", ""CYP2C9"", ""CYP2C8"", ""CYP2C18"", ""HTR3A"", ""GABRB2"", ""KCNJ3"", ""TPH2"", ""MAOB"", ""HTR7"", ""CYP4X1"", ""CACNA1C"", ""TPH1"", ""HTR2A"", ""HTR4"", ""SLC6A4"", ""DUSP1"", ""CYP2J2"")"
"115","hsa04727 GABAergic synapse",0.59746835443038,0.882242990654206,0.0822054920415869,0.288960031307795,0.927768740444078,82,"c(""PRKCG"", ""CACNA1S"", ""SLC6A11"", ""KCNJ6"", ""CACNA1B"", ""GABRD"", ""GABRG3"", ""GNG7"", ""SLC38A5"", ""GABRR1"", ""SLC6A12"", ""GABBR2"", ""GABRA5"", ""CACNA1A"", ""ADCY2"", ""HAP1"", ""GNGT2"")"
"116","hsa04728 Dopaminergic synapse",0.375,0.75,0.0806388495950661,-0.344669651613186,-1.0517789017835,126,"c(""DDC"", ""CREB3L3"", ""KCNJ3"", ""MAPK10"", ""MAOB"", ""CACNA1C"", ""DRD1"", ""KIF5B"", ""GRIA4"", ""GNAI1"", ""MAOA"", ""FOS"", ""GNG12"", ""GNG11"", ""CALML4"", ""TH"", ""ADCY5"", ""PPP2R5E"", ""CALY"", ""PPP2CB"", ""GNG8"")"
"117","hsa04730 Long-term depression",0.527980535279805,0.863635278672873,0.086794975677172,0.316473537615999,0.945253627232006,56,"c(""PRKCG"", ""NOS1"", ""PLA2G4C"", ""PLA2G4F"", ""PLA2G4D"", ""CACNA1A"", ""GNAZ"", ""RYR1"", ""GRM1"", ""GRIA3"", ""GRIA2"", ""PLCB4"", ""PLCB3"", ""PRKCB"", ""MAPK3"", ""PLA2G4B"", ""PLCB2"", ""GNAI2"", ""JMJD7-PLA2G4B"", ""GRIA1"", ""MAP2K2"")"
"118","hsa04740 Olfactory transduction",0.0807799442896936,0.369814366424536,0.266350657088526,0.384603181386379,1.30621412003987,132,"c(""OR2AG1"", ""OR5AR1"", ""OR12D2"", ""OR9K2"", ""OR52K2"", ""CALML6"", ""OR2T2"", ""OR2T8"", ""SLC8A2"", ""OR2L3"", ""OR14J1"", ""OR2T11"", ""OR2T10"", ""OR10H1"", ""OR2W3"", ""OR2L8"", ""CNGB1"", ""OR3A3"", ""OR2AT4"", ""OR1J4"", ""OR52K1"", ""OR1J2"", ""OR6J1"", ""OR2A4"", ""OR2G6"", ""OR13A1"", ""GUCY2D"", ""OR14K1"", ""OR5AU1"", ""OR4X2"", ""OR51E1"", ""GNG7"", ""OR4F16"", ""OR4F29"", ""OR51C1P"")"
"119","hsa04742 Taste transduction",0.294840294840295,0.711415904682738,0.12384217120105,0.353147269633712,1.09779713919698,67,"c(""TRPM5"", ""HTR3C"", ""HTR1D"", ""TAS1R3"", ""HTR1B"", ""CALHM1"", ""TAS2R7"", ""GABBR2"", ""HTR3B"", ""GABRA5"", ""GRM4"", ""P2RX2"", ""CACNA1A"", ""PKD1L3"", ""KCNK5"", ""TAS1R1"", ""TAS2R9"", ""GRM1"")"
"120","hsa04744 Phototransduction",0.2882096069869,0.711415904682738,0.117249716749792,0.467618320685362,1.17384112438294,23,"c(""CALML6"", ""GRK1"", ""GNAT2"", ""CNGB1"", ""GUCY2D"", ""PDE6B"")"
"121","hsa04750 Inflammatory mediator regulation of TRP channels",0.324189526184539,0.711415904682738,0.118287526124085,0.323230445891504,1.06926224115545,92,"c(""PRKCG"", ""BDKRB1"", ""CALML6"", ""NTRK1"", ""ALOX12"", ""PLA2G4C"", ""BDKRB2"", ""PLA2G4F"", ""P2RY2"", ""ASIC3"", ""MAP2K3"", ""PLA2G4D"", ""TRPV4"", ""ADCY2"", ""PTGER4"", ""TRPV2"", ""CAMK2A"", ""SRC"", ""CAMK2B"")"
"122","hsa04810 Regulation of actin cytoskeleton",0.475433526011561,0.812960645251008,0.0652353056017703,-0.306349067969777,-0.989134187225366,219,"c(""F2"", ""KNG1"", ""C8B"", ""C8A"", ""FGF5"", ""CHRM2"", ""C6"", ""C9"", ""C7"", ""FGFR2"", ""MYH11"", ""PDGFRA"", ""FGF10"", ""ITGA9"", ""CHRM5"", ""C5"", ""RDX"", ""MYLK"", ""ROCK1"", ""WASF1"", ""MYL10"", ""FGF7"", ""C8G"", ""ITGB8"", ""ENAH"", ""GNG12"", ""CFL2"", ""EGFR"", ""ITGA6"", ""NCKAP1"", ""DIAPH2"", ""FGFR3"", ""IQGAP2"", ""LPAR4"", ""PFN4"")"
"123","hsa04910 Insulin signaling pathway",0.816155988857939,1,0.0709609456938284,0.244497432839144,0.828514200055505,131,"c(""PPP1R3A"", ""PRKAG3"", ""CALML6"", ""PYGM"", ""HK3"", ""SH2B2"", ""SOCS1"", ""SOCS3"", ""SHC2"", ""SLC2A4"", ""SREBF1"", ""FASN"")"
"124","hsa04911 Insulin secretion",0.573934837092732,0.863635278672873,0.0838361057159929,0.297467380394703,0.93685073681221,76,"c(""PRKCG"", ""CACNA1S"", ""ATP1B4"", ""ADCYAP1R1"", ""KCNN1"", ""GLP1R"", ""RIMS2"", ""KCNMB4"", ""ADCY2"", ""TRPM4"", ""CREB3L1"", ""KCNMB1"", ""KCNMA1"", ""CAMK2A"", ""CAMK2B"", ""RAPGEF4"", ""VAMP2"", ""ATP1B2"", ""KCNJ11"")"
"125","hsa04912 GnRH signaling pathway",0.369346733668342,0.75,0.110122263835536,0.313953817355481,1.02157621113169,86,"c(""CALML6"", ""CACNA1S"", ""LHB"", ""PLA2G4C"", ""PLA2G4F"", ""MAP2K3"", ""PLA2G4D"", ""ADCY2"", ""CAMK2A"", ""SRC"", ""CAMK2B"", ""PTK2B"", ""PLCB4"", ""GRB2"", ""PLCB3"", ""PLD2"", ""PRKCB"", ""HBEGF"", ""ADCY9"", ""MAPK12"", ""MAPK3"", ""PLA2G4B"", ""MAP2K7"", ""PLCB2"", ""JMJD7-PLA2G4B"", ""MAPK13"", ""MAP2K2"", ""CDC42"", ""CALM3"", ""ADCY7"", ""ADCY4"", ""PRKACA"", ""ELK1"", ""MAP3K3"", ""ITPR1"", ""ADCY6"", ""SOS1"")"
"126","hsa04913 Ovarian steroidogenesis",0.523364485981308,0.863635278672873,0.0850427463764322,0.33003587258732,0.945208564895101,43,"c(""HSD3B2"", ""CYP11A1"", ""LHB"", ""STAR"", ""ACOT4"", ""PLA2G4C"", ""CYP1A1"", ""ALOX5"", ""PLA2G4F"")"
"127","hsa04914 Progesterone-mediated oocyte maturation",0.483660130718954,0.812960645251008,0.0704500850658419,-0.328051128941667,-0.960077182469871,95,"c(""MAPK10"", ""PGR"", ""SPDYE4"", ""RPS6KA6"", ""CDC25A"", ""MAD2L1"", ""GNAI1"", ""HSP90AA1"", ""ADCY5"", ""SPDYA"", ""IGF1"", ""ANAPC10"", ""CDK1"", ""ADCY8"", ""PIK3CA"", ""AURKA"", ""CDC16"", ""CDC27"", ""CCNB1"", ""SPDYE21"", ""RPS6KA3"", ""PIK3CB"", ""CCNA2"", ""AKT3"", ""HSP90AB1"", ""PIK3R1"", ""BUB1"", ""ANAPC13"", ""CCNB2"", ""GNAI3"", ""ADCY1"", ""ANAPC1"", ""CPEB2"", ""ANAPC4"", ""KRAS"", ""MAPK8"")"
"128","hsa04915 Estrogen signaling pathway",0.301075268817204,0.711415904682738,0.128788713061714,0.321138765692568,1.07549676548163,113,"c(""KRT14"", ""KRT16"", ""CALML6"", ""OPRM1"", ""KCNJ6"", ""KRT36"", ""POMC"", ""MMP9"", ""SHC2"", ""CTSD"", ""GABBR2"", ""KRT17"", ""ADCY2"", ""KCNJ9"", ""ESR2"", ""GRM1"")"
"129","hsa04916 Melanogenesis",0.806045340050378,1,0.0665892104103933,0.247719334464386,0.819139431273578,93,"c(""PRKCG"", ""CALML6"", ""ASIP"", ""POMC"", ""WNT5B"", ""FZD10"", ""WNT6"", ""WNT10A"", ""ADCY2"", ""CREB3L1"", ""CAMK2A"", ""CAMK2B"")"
